@relation 'AT: optdigits-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R1,40-weka.filters.unsupervised.attribute.Standardize_principal components'

@attribute -0.263input3-0.253input59-0.226input11-0.221input10+0.217input34... numeric
@attribute '0.25 input6+0.244input15-0.238input61+0.226class=7+0.225input7...' numeric
@attribute -0.294input44-0.265input45-0.248input36-0.248input37+0.235input39... numeric
@attribute '0.217input21-0.214input52+0.204input62+0.201input54+0.2  input46...' numeric
@attribute 0.274input55-0.266input53+0.246class=6+0.221input56+0.219class=7... numeric
@attribute -0.297input19+0.283input50-0.279class=5+0.275input42-0.263input27... numeric
@attribute '-0.275class=2-0.273input53-0.272input64+0.24 input36-0.229input63...' numeric
@attribute 0.308input22+0.257class=0-0.252class=5+0.234input52-0.223input2... numeric
@attribute '0.436class=8+0.25 input51+0.247input16-0.213input38+0.212input24...' numeric
@attribute 0.289class=9-0.236class=0-0.235input12+0.225input18+0.222class=4... numeric
@attribute '0.32 input6-0.274input24-0.238input4-0.215input60-0.207input16...' numeric
@attribute -0.438input41-0.362input49-0.334input33+0.225input2+0.218input58... numeric
@attribute '0.3  class=3-0.292input28+0.274input37-0.27class=9-0.269input20...' numeric
@attribute '-0.469input17-0.411input25-0.231input18+0.21 input64-0.185input9...' numeric
@attribute 0.418input56+0.411input48+0.252input17+0.242class=8+0.234input64... numeric
@attribute 0.567input33-0.427input57+0.331input41-0.267input49-0.212input32... numeric
@attribute 0.399input25-0.39input32+0.333input17-0.259input5-0.256input24... numeric
@attribute 0.324input12-0.261input32+0.234input46+0.226input52+0.224input38... numeric
@attribute 0.326input9-0.321class=1-0.284input57-0.271input26+0.263input5... numeric
@attribute '0.449input9+0.33 input8-0.257input32-0.241input58-0.209input2...' numeric
@attribute -0.445input9-0.418input32+0.333input48+0.265input57-0.217input46... numeric
@attribute -0.489input9-0.443input57+0.192input25+0.172input13+0.168input50... numeric
@attribute -0.406input48+0.331input5+0.248input61+0.242input64+0.217input36... numeric
@attribute -0.284class=1-0.249input60-0.248input26-0.241input61+0.241class=8... numeric
@attribute -0.295input33-0.291input48+0.279input49-0.268class=2+0.233class=9... numeric
@attribute 0.295input31+0.287input23+0.277input36+0.274input54-0.253input8... numeric
@attribute '0.34 input12+0.244class=8+0.241input7-0.237class=9-0.224input48...' numeric
@attribute 0.335input49-0.296input57-0.204input42+0.202input58+0.201input8... numeric
@attribute '-0.62input17+0.594input25+0.217input9+0.15 input13+0.142class=9...' numeric
@attribute 0.356input13-0.355input52+0.335class=9+0.211input36-0.205input30... numeric
@attribute 0.357input32-0.354input24-0.234input50+0.232input8+0.206input10... numeric
@attribute 0.377input50-0.282input59-0.263input3-0.254input49-0.254input20... numeric
@attribute '-0.321input50-0.264input45-0.253class=1+0.248class=2+0.23 input29...' numeric
@attribute 0.277input50-0.257input24-0.222input21+0.212input27+0.211input32... numeric
@attribute -0.365input53-0.275input35+0.273input46+0.259input31-0.239input14... numeric
@attribute '0.347input39+0.3  input53-0.277input10+0.267input45-0.228input30...' numeric
@attribute 0.295input13-0.251input11-0.249input19-0.235input8-0.232input31... numeric
@attribute 0.308input19+0.268input44+0.252input13-0.239input28-0.222input12... numeric
@attribute '0.339input44+0.302input54-0.237class=6+0.22 class=4+0.218input56...' numeric
@attribute 0.364input26-0.344input42+0.341input20-0.193class=5-0.168input52... numeric
@attribute 0.346input56-0.255input63+0.234input51-0.216input62-0.208input48... numeric
@attribute -0.314input30-0.278input56-0.253input31-0.248input7+0.222input23... numeric
@attribute 0.456input41-0.3input49-0.299input33+0.225input61+0.194input26... numeric
@attribute '0.37 input41-0.246input33-0.245input61-0.235input49+0.229input23...' numeric
@attribute -0.34input37-0.274input4-0.259input41-0.254class=0-0.253input7... numeric
@attribute -0.323input54+0.298input63+0.279input46+0.273input31+0.255input51... numeric

@data
0.001753,4.808949,0.367388,-1.750747,1.050042,-0.322917,1.491927,1.546566,-1.801372,1.979986,-0.118058,-1.357254,-0.132591,-0.268243,0.222158,0.080716,-1.214591,0.041709,-0.688632,0.61091,-0.442222,0.67551,-0.002046,0.498644,0.72858,0.37297,-0.332676,-0.583942,-0.253407,-1.051548,-0.209922,0.142073,-0.530819,0.354143,-0.185725,0.239507,-0.761792,-0.98941,-0.487213,0.178662,-0.822048,-0.155091,-0.297175,0.018004,-0.136123,-0.785573
0.538692,0.53644,-3.996048,0.958035,-4.560924,-4.498951,-2.543808,2.257725,-1.230558,2.039049,-2.162382,-1.444868,1.813352,-15.924983,6.495985,-4.311208,7.773289,0.708173,0.398499,-0.790928,-2.488182,1.13964,-0.144838,1.914852,-1.207369,0.381296,-1.320774,-5.661843,-17.916786,5.402087,-3.037341,-0.916137,3.010917,0.664131,1.18098,1.239615,-0.130359,0.432697,0.03929,0.597893,0.429015,0.444762,0.451576,-0.054035,-0.45965,0.093482
-3.969913,-0.607203,-1.26856,-0.862099,-0.150196,0.022442,-1.123666,2.214966,1.141921,0.878335,0.504367,-0.093477,0.913533,-1.692842,-0.978319,0.397709,-1.670959,-0.245297,1.017739,0.273003,1.366006,1.175623,0.971994,-0.822387,-0.325973,0.175245,-0.06526,-0.320446,0.399613,0.494151,-0.068641,0.697044,1.288426,-0.378998,-0.247695,-0.819251,-0.182103,0.063636,-0.17938,0.306037,-0.793186,0.056119,-0.029735,0.677128,0.176117,0.892762
4.910784,-1.334259,-0.936233,-1.594705,-0.977914,-0.339047,-0.965333,0.020207,-2.084375,1.348833,-1.401596,0.108496,1.131137,1.531429,0.022558,-0.717239,0.376704,0.694451,0.465515,-0.32163,0.637377,-0.587525,0.614816,-0.482956,0.035609,-0.798284,-0.069326,0.668777,-0.288552,-0.462664,0.11373,-0.547211,0.780449,0.06689,0.718739,-0.523688,-0.226867,-0.233001,-0.216031,0.382187,-0.259185,-1.325666,-0.123375,-0.148557,-0.083821,0.117742
-2.261556,2.372756,0.183089,-0.883762,1.68719,1.169525,0.047507,1.291383,1.373357,1.289083,2.012279,0.464046,1.686218,-0.282025,-0.644142,-0.443876,0.230996,-1.28404,1.327249,-1.318846,0.870907,-0.442021,0.638033,-1.389686,-0.997148,0.282995,-1.568422,0.584013,-0.192816,-0.036458,0.198154,-0.652817,0.236329,-0.136618,-0.322949,-1.637914,-0.592836,1.358789,0.44965,-0.123515,0.782713,0.022512,-0.013609,0.143185,0.61512,-0.380608
-0.499458,2.037051,4.722252,1.616635,-0.328415,-0.182839,-0.341074,0.088047,0.670967,1.81561,0.134113,-0.465084,-1.361001,0.01772,0.055083,-0.192264,0.021939,0.075005,0.435845,-0.054632,-0.135403,0.327749,-0.005536,-0.359711,0.913468,0.743576,-1.213136,-0.933429,0.333199,-0.053908,0.526411,0.890776,0.46837,0.098736,-0.132269,0.786958,-0.340215,0.179002,0.279002,0.173793,0.491789,0.068513,-0.025013,-0.168961,-0.02183,-0.028364
2.57959,0.445239,-2.847331,2.979268,-3.455775,-2.137309,-1.059503,0.331819,-1.151879,0.406626,1.409227,1.344727,-0.326245,-2.002802,-0.148446,0.937122,-1.437299,-1.754929,-1.571563,0.323779,1.081308,-0.567733,-0.765,-1.488435,-0.043074,-0.565564,-0.063089,-0.023747,0.278722,0.124238,-1.164744,-0.063108,-0.042358,0.216179,0.373412,1.060313,0.195717,-0.475236,-0.564863,1.148617,1.025328,0.376947,0.681147,-0.277932,0.128602,-0.756852
1.618973,-1.219041,2.200083,-0.929145,-0.788598,0.531515,-0.855691,2.322838,-0.356683,-1.736312,-0.671892,0.237896,-0.551704,1.256958,-0.175117,0.024788,0.976333,0.238069,-0.071598,-0.601622,-0.992366,-1.075515,-0.922417,1.993819,-0.308255,0.146118,-0.200375,1.275156,-0.233462,0.049833,0.155443,-0.106548,0.191167,0.722948,-0.100415,-1.655985,0.666901,0.197461,-0.660586,0.506467,-0.464784,-1.090942,0.307729,0.295543,-0.484163,0.190944
-1.408006,1.090954,3.719055,1.966436,-1.19589,-0.370879,-0.951304,-0.057027,-1.020481,2.476812,-0.967791,-0.133319,-0.62937,-0.320937,-0.676573,0.186844,-0.233564,-0.052242,-0.017395,0.967482,-0.009265,0.048378,-1.516202,1.430949,1.101276,0.319379,-1.047022,-0.235676,0.330706,0.401042,1.283113,1.055173,0.397346,-0.197073,0.109413,0.151248,0.829891,-0.159818,0.242652,0.233683,0.229418,0.155291,0.173146,-0.40133,-0.032372,-0.285289
5.880419,-2.219731,-0.750968,0.911659,-1.743462,0.808641,-0.684849,-0.753472,-1.986974,0.367263,-0.020951,1.316316,0.241376,0.123633,0.442935,-0.01386,-0.71363,0.191505,1.163017,0.220282,0.836139,0.396178,1.440557,0.757093,-0.034864,-0.092718,-0.207909,0.197816,0.096161,0.083017,1.085863,-0.823819,0.765149,0.032652,0.85211,0.117624,-0.479704,0.18219,0.262428,0.871094,-0.406765,-1.203045,0.211708,-0.488318,0.282371,0.008253
-0.510108,3.806627,-0.088992,-1.298907,1.24986,0.158128,0.934198,1.497025,-2.316445,1.433248,-0.37012,-1.349525,1.257381,-0.714729,-0.491419,-0.309238,-1.136427,0.091063,0.404359,0.454733,0.229641,0.303531,-0.606983,1.012597,0.594117,-0.371563,0.006825,0.378207,-0.58014,-0.52925,0.252241,1.096519,-1.911577,-0.80416,-0.302054,0.593885,-0.75372,0.100834,-0.750631,0.312425,-0.756824,0.39146,-0.459608,0.337693,-0.108394,-0.396922
0.56126,-4.474106,-0.84763,-0.713124,2.856143,-0.955774,2.396812,-0.991873,0.376638,-0.402042,-1.11361,0.360413,0.375237,0.139328,-1.255439,-0.097648,0.645135,1.033275,-0.435468,-0.551216,-1.103974,-0.392564,-0.298918,0.491317,0.112918,0.652813,-0.177194,0.316396,-0.33187,-0.024788,0.513284,0.114514,-0.755319,-0.367211,-0.077316,-0.005641,-0.334139,0.761182,0.284856,0.209454,-0.254026,-0.317318,0.204779,-0.240474,-0.016694,-0.194576
1.426888,-2.864756,-1.11712,0.445315,0.45783,-1.615441,2.288582,-0.985606,0.927722,-1.161462,-0.316631,0.175835,-0.193627,-0.203237,-0.918498,-0.027397,0.057217,0.283737,0.670045,-0.823891,-0.595106,-0.167568,0.476653,1.146209,0.227587,0.37581,-0.51333,0.21282,0.35922,0.337708,-0.299167,1.30016,1.470531,-0.494528,0.902042,-0.963,-0.770364,0.094883,-1.073439,-0.08427,-0.105773,-0.08832,-0.036736,-0.573154,-0.076323,-0.929301
0.174567,0.086322,-4.035154,0.338911,-1.153244,-1.805632,-0.355889,1.183543,-0.236523,-0.490219,-1.514958,-0.731863,-1.043714,-0.901224,-1.40158,0.083109,0.253403,-1.424872,1.034315,-0.67953,0.727854,-1.556756,-0.648907,-0.637878,0.950333,-0.308108,0.653404,0.270887,-0.402928,-0.575998,-0.313777,0.790192,-0.691186,-0.553116,1.239033,-0.260405,-0.37288,1.222887,0.005607,-0.780918,-0.313309,0.713953,-0.473241,0.383162,0.089854,-0.232158
-1.622506,3.844417,-0.615194,-1.747243,0.810255,1.389435,2.529823,1.127666,-2.366248,1.602792,-1.062931,-0.799617,-0.419127,-0.539611,0.024741,0.459792,-1.262628,-0.384314,-0.863017,1.265074,-0.519408,0.761701,-0.285606,1.635149,0.46334,-0.090301,-0.792954,-0.470088,0.202251,-0.343766,-0.088943,-0.106778,-0.059868,0.122802,-0.032428,-0.222074,-0.36989,0.591011,-0.544053,0.284176,-0.553878,0.105127,-0.314661,-0.169333,-0.393905,-0.626268
-2.258007,1.734127,0.715665,2.77897,-0.833807,-0.086146,0.022429,-0.027868,0.178922,-1.893606,-0.287421,-0.587092,2.59811,1.018625,0.318782,-0.418382,0.201742,0.572934,0.039756,-1.158803,0.285936,-0.46049,-0.075777,-0.579321,-0.132199,-0.708585,-0.288107,0.103072,0.241191,0.973463,-0.342113,-0.981324,0.099963,-0.075793,0.144579,0.174119,-1.429234,-0.569015,0.267715,0.267009,-0.673269,-0.806972,-0.139386,0.011607,0.13663,-0.72697
-3.493666,3.158326,-0.59559,0.289716,-1.690833,1.342065,0.801117,-1.735726,-0.428918,-1.375884,0.239005,0.546415,0.662658,0.219745,1.347735,-0.007117,0.301551,-1.258655,0.82485,-1.8232,0.99338,-1.898293,-0.612659,-0.319525,1.342378,-0.287904,-0.201527,-0.098385,0.173849,0.598656,0.603312,-0.12932,0.394482,0.184602,-0.975753,1.440958,-0.282313,-0.083667,0.078034,0.682362,-0.647358,-0.485763,0.577517,0.498316,0.771318,0.075033
1.23881,3.573991,-0.467162,-1.657474,1.516186,1.341097,2.615238,1.892079,-2.821852,1.018747,-0.719172,-1.276571,0.151812,0.070299,-0.050159,0.014368,-0.82692,-0.741718,-0.886545,0.775384,-0.320694,0.384906,0.89164,0.198058,-0.3767,-0.635545,-0.576708,-0.011131,-0.02586,0.17102,-0.351133,0.036445,0.183183,-0.398038,-1.01311,0.456424,-0.757548,-1.165741,-0.139834,-0.210652,-0.344747,0.38098,-0.535134,-0.088884,0.438701,-0.582821
1.144295,-4.622931,-2.224842,0.59274,2.555971,-0.971893,1.361357,-0.613131,0.095079,-1.119992,-0.087815,0.294861,-0.572723,-1.143681,-1.180615,0.382395,-0.470088,1.230101,0.990312,-0.913009,-0.707429,0.26036,0.308785,0.950308,1.067162,-0.160546,0.079749,-0.283742,0.11077,-0.416393,0.129222,-0.743005,-0.327514,0.83956,0.195055,0.467644,0.599408,0.402309,0.145571,0.318039,-0.402147,-0.118187,0.261109,-0.144156,0.310738,-0.22488
1.839735,5.580953,0.67406,-2.868968,3.212461,0.841764,1.119753,1.136895,-1.0843,0.504246,0.86583,-0.673157,0.236566,0.266914,0.401945,-0.168071,-0.038681,1.343302,0.279773,-0.417991,-0.804718,0.633806,0.432216,-0.367587,0.139778,1.225836,0.569699,-0.983938,-0.223113,-0.418026,0.847842,-0.444483,-1.351444,-0.890406,-0.317224,-0.071623,-0.444934,0.591869,-0.322257,0.208171,-0.341736,0.042569,-0.585828,0.501883,-0.015828,-0.563779
0.626314,4.187343,0.221313,-1.317158,1.383011,0.401576,1.339029,1.594155,-1.599536,0.491716,0.209896,-0.993518,1.19855,0.146063,0.269735,-0.153449,-0.835387,1.200146,-0.092136,-0.078028,-0.586196,0.657458,-0.306157,1.221346,0.444647,-0.219593,-0.592708,0.06557,-0.336133,-0.191355,0.471699,0.280336,-1.599187,-0.462009,-0.7472,-0.086404,-0.233051,0.035326,-0.535512,0.720365,-0.206709,0.041416,-0.455182,0.924869,0.068975,-0.223424
-1.171873,1.58085,-1.283585,-0.064611,-1.111625,0.003317,1.807469,1.003217,2.791833,-0.215597,0.125723,0.137393,0.571725,1.388414,1.245784,-0.200342,0.80404,-1.221309,0.540913,-0.415619,0.467203,-0.777633,0.146352,0.585926,-0.692838,-0.214679,0.553417,0.499833,-0.135118,0.868571,0.75467,-0.942708,-0.534377,-0.526211,-1.152616,0.275486,0.228701,-0.516122,-0.047428,1.371701,0.93589,0.249644,0.412061,-0.227997,-0.556415,0.092051
1.714934,-0.907269,3.902707,-0.759724,-1.091644,0.732037,-0.689785,2.839156,0.099149,-1.819728,0.414451,0.400462,0.355115,0.087772,0.46543,0.283378,-0.192735,-0.223565,-0.287605,-0.61362,-0.152128,-0.59468,-0.248105,0.757847,-0.221362,-0.195163,-0.356079,0.624563,0.303129,0.576869,-0.495827,0.17669,0.816994,-0.136067,0.372443,-0.672992,0.229691,0.339372,-0.808222,0.604537,-0.047812,-0.62067,0.018741,0.655177,-0.157072,0.697199
0.208839,-0.003399,-5.177091,0.827694,-1.33618,-0.357575,0.04642,1.675707,-0.064027,-1.538568,-1.665414,-0.399477,-0.880871,-0.762469,-0.832152,0.266508,0.037538,-1.262746,0.874366,-0.54415,0.819037,-1.238381,0.06545,-1.174937,0.822406,0.085364,0.071566,0.095651,-0.339781,-0.18907,0.271784,0.711231,-0.405601,-0.496018,0.299479,-0.218079,0.487034,0.623816,-0.37602,-0.222746,0.451,0.208538,0.110911,-0.170891,-0.176541,0.43637
-0.843102,1.8259,-1.712373,-1.335021,-1.998647,-0.103155,1.723973,1.516928,3.483952,0.111978,0.105524,-0.61645,-0.21329,1.65079,1.560334,-0.400648,0.45059,0.005293,0.893183,-0.333076,0.509025,0.297661,0.401455,-0.139866,-0.414599,-0.909755,0.521061,-0.442114,-0.031798,0.389829,-0.03708,-0.775756,-0.709596,0.194264,-1.717707,0.576962,-0.628427,-0.241897,-0.698417,0.892316,0.745545,-0.523872,0.434269,0.018306,0.015536,-0.247469
1.017673,-3.720953,-2.22016,-0.272601,2.356653,-1.251245,1.746184,-0.779512,0.45564,-0.652826,0.190865,0.468256,0.432108,-0.586136,-1.275151,-0.021882,0.127933,0.450932,0.744589,-1.305642,-0.814748,-0.60123,-0.027489,0.70716,0.985548,-0.021542,-0.576213,0.35179,0.016602,-0.090663,0.201416,0.147779,0.050649,0.042626,1.144733,-0.449845,-0.064284,-0.17939,0.403919,0.168567,-0.55562,-0.353505,-0.00534,-0.395442,-0.079313,-0.393341
0.758991,-0.686017,-4.23309,-1.25123,-4.405253,-5.037018,-2.107698,2.468649,-2.194476,1.649413,-5.23901,-2.342606,1.204746,-13.877209,5.579572,-5.287648,11.268455,-1.419164,-5.720054,-5.507973,1.942064,4.955313,1.415441,-0.236373,-0.580265,0.19043,0.778866,5.51917,18.391584,-5.536697,2.569185,0.183155,-2.261761,-0.436544,-1.277517,0.124465,-0.331163,-0.160947,0.022594,-0.583922,0.251916,0.117613,0.060873,-0.022598,0.475452,0.086534
0.961303,-3.65479,-2.808286,0.793189,2.602684,-0.953736,1.803122,-1.037855,0.167745,-0.727324,-0.345861,0.448144,-0.136931,-1.068151,-1.34178,0.178007,-0.135065,0.630465,0.977047,-1.170079,-0.41484,-0.413779,0.483377,0.650868,0.784543,0.419276,0.239404,0.226446,-0.04786,-0.117844,0.075397,0.234905,-0.225996,0.396525,0.622889,-0.502784,0.081523,0.028069,0.365239,0.328148,0.188924,0.593739,0.183292,-0.282566,-0.169292,-0.449535
-1.928125,2.617653,-0.713768,-2.755279,-0.927995,-0.399994,1.755726,1.972281,2.857389,0.9688,-0.09931,-0.890484,0.010525,1.335582,1.19449,-0.147129,-0.075543,0.413028,0.323892,-0.260311,0.119622,0.460525,0.128773,0.131807,-0.117643,-0.487552,-0.101208,-0.406377,-0.004764,-0.55054,-0.383842,-1.04145,0.003425,0.761532,-0.827484,-0.114259,-0.271719,1.086134,-0.434827,-0.0004,0.677981,-0.061225,0.333997,-0.108286,0.142148,-0.362727
0.855042,-1.568032,4.505697,-0.788741,-0.046526,0.490921,-0.166056,2.18327,-0.063632,-1.265362,0.998485,0.597332,0.385429,-1.225511,0.124553,0.465636,-0.662096,-1.152235,-0.026684,-0.423184,0.325926,-0.790963,-0.34718,0.772773,0.049251,0.309384,0.316108,0.674171,0.050844,0.328721,-0.282604,0.284931,-0.216123,-0.151529,0.690231,-0.171882,-0.407447,0.390159,0.426354,-0.282792,-0.193732,0.384693,-0.247935,-0.030821,-0.002476,0.09443
0.855317,-2.26307,3.960246,-0.704257,-1.001711,0.538764,-0.815071,2.138771,0.049845,-1.874346,-0.847936,0.120193,-0.637634,0.004398,0.209378,0.367183,0.462536,-1.038131,0.119993,-0.305603,0.324379,-1.109837,0.089966,0.524134,-0.373501,-0.049226,0.979796,0.455806,0.163088,1.13698,-0.030928,-0.663655,-0.616679,-0.565283,0.931516,-0.361037,-0.527512,0.106155,0.166724,0.605116,0.014571,0.327217,-0.194413,0.045346,-0.587434,-0.278821
-2.006747,1.879562,-0.791864,-2.634338,-1.595043,-0.766252,2.000278,2.485327,2.696847,0.694998,-0.196043,-0.83658,-0.717869,0.005714,0.806829,0.37406,-0.783872,-0.267522,0.520972,0.3309,0.494683,0.555124,-0.414618,0.652692,0.193025,-0.757554,0.877568,-0.931306,0.560689,-0.080711,-0.640405,-0.396147,1.051616,0.336481,-0.648279,0.143134,0.285249,0.947208,-0.034713,0.084069,-0.122402,-0.358982,0.555553,0.182193,0.93636,0.120853
-0.649273,1.688805,-0.5645,-1.975121,-1.653599,0.044186,1.796914,0.11051,3.455901,1.299749,1.655588,0.423896,-0.854135,0.860881,0.982753,-0.558226,1.006301,-1.231052,0.634083,-0.006569,0.396415,-0.269656,-1.044623,0.319639,-0.266564,-0.400575,0.771962,-0.278792,0.044489,0.271945,-0.114245,0.537371,-0.298043,0.440262,-1.829694,1.259048,0.459743,0.748191,-0.380013,0.08707,-0.744566,-0.437684,0.205567,0.922854,1.360301,-0.242916
0.236658,-6.076263,-1.947277,-0.814735,5.871914,-1.797732,1.076317,-0.666571,-0.725866,0.408333,0.316693,-1.770013,-1.496325,0.090458,2.652952,0.180101,-0.870478,0.820399,-0.258935,-0.278563,1.127501,-0.066409,-1.622339,-0.364369,-0.582501,0.082051,-0.276893,0.191084,0.171631,0.601424,-0.58154,0.38297,0.146884,-0.015566,-0.084285,-0.345445,-0.084842,0.875446,0.490949,-0.3281,0.925129,-0.860889,-0.681621,1.037062,-0.270395,0.495959
2.780365,5.247433,-0.79539,-2.997825,3.517621,-1.514379,-4.025623,-1.715751,3.503285,0.342943,-3.14278,1.558411,-0.631455,1.273417,-0.753285,0.025824,3.065551,1.005963,-1.43952,2.550123,1.509458,-0.99088,-1.740409,-1.025949,0.508824,-0.650484,1.114779,0.531441,-0.611716,-1.425415,0.385867,-1.566626,1.525338,2.075785,1.114486,-0.347281,-1.34838,0.300146,0.819717,-0.859378,-0.785365,0.189032,-0.767362,0.146751,0.015804,-0.086305
-1.056766,0.686056,-0.008502,-2.596604,-2.716855,-4.372996,-0.608216,-1.347435,-1.102041,-0.270813,0.160063,-1.613402,1.085089,0.422659,-0.19375,-0.260007,-0.690237,-0.378728,0.071009,0.169846,0.489777,0.03144,-0.462298,0.098431,0.824091,-0.066014,-0.744393,0.03046,-0.062349,-0.373217,-0.351949,-0.005288,-0.778842,0.846211,0.334001,0.451035,0.224876,-0.694756,0.115857,0.414882,0.179665,0.917118,0.26895,-0.005774,-0.247454,0.3032
1.455557,4.521258,-0.898155,-1.730194,2.476222,0.678077,2.606242,0.551339,-1.685886,0.874308,1.790127,-0.190679,0.493436,-0.485152,-0.461515,-0.113964,0.052168,-1.24631,-0.450707,0.033893,-0.607978,-0.245305,-0.190982,-0.073602,-0.35854,-0.208472,-0.13921,-0.162562,0.145248,0.114886,-0.33405,0.241573,0.417576,-0.259412,-0.549036,-0.752749,-0.141881,-0.784681,0.395965,-0.14836,0.118001,0.377149,-0.530503,-0.229952,-0.333585,-0.832917
-3.276282,0.699053,1.524973,4.192826,2.090897,1.244704,1.108778,-0.878215,-0.280846,-0.776816,0.056841,-0.431632,1.749611,-0.189084,0.310054,-0.126329,-0.024485,-0.924317,-0.226214,-0.457021,0.357994,-0.30348,1.081754,-1.033639,0.086342,-0.788808,0.255284,-0.173971,0.194258,0.168053,-0.624539,-1.551995,0.252884,0.925687,0.169465,-0.501822,0.385689,-0.802689,0.471993,0.409706,-0.613725,0.296288,0.27937,0.419269,0.044018,0.746154
-2.82401,-0.571846,2.010223,4.153528,2.988084,1.333757,1.100834,-0.17397,-1.249427,-1.511811,-1.800138,-2.641763,-1.781617,0.059066,3.552568,0.133698,-1.046731,0.34324,1.04864,-0.035029,3.549922,0.273755,-2.00096,-2.52328,-2.747748,0.903831,-0.274302,0.557563,-0.428259,-0.12765,0.007378,-1.598093,0.034181,0.333042,-0.789071,0.393706,-0.851326,-1.123792,-0.040269,0.715764,-1.634643,1.390336,1.309292,-0.819063,0.671745,-0.772754
0.095001,-0.073864,0.232335,-2.314902,-3.26793,-4.424784,-0.482521,-1.614445,-1.515239,-0.46436,-0.111865,-1.332622,0.939928,0.619868,0.040407,-0.033763,-0.761731,-0.465417,-0.805101,0.466765,0.632028,0.221701,0.541437,-0.622008,-0.049178,-0.271632,-0.536158,-0.056341,0.320857,0.556426,-0.852227,-0.358687,0.079904,0.488048,0.200741,0.24784,0.13587,-1.555061,0.030952,0.925856,0.884869,0.83536,0.189215,0.003235,0.113355,-0.218775
2.86383,2.640007,0.620783,0.440049,-0.134093,-2.820378,-1.654876,-0.164152,0.116936,2.335297,1.077972,0.234466,-0.178915,0.301897,-0.7284,-0.381833,0.60594,0.9721,0.420322,-1.506367,0.132755,-0.916261,-1.003315,-0.869861,0.493143,-0.198883,0.021693,0.016061,0.416193,0.865072,-1.03088,1.056559,0.239075,0.242352,-0.366995,0.133578,0.896504,-0.122987,-0.75577,0.26267,1.219161,0.870669,0.43831,0.083172,0.248167,-0.356749
0.174177,0.409514,-4.774461,0.137223,-0.774595,-0.523834,0.324314,1.510141,-0.660492,-1.113047,-1.856902,-0.534908,-1.336933,-0.794854,-1.209556,0.262032,0.415648,-1.826787,0.767108,-0.47181,0.46572,-1.745422,-0.602815,-0.378866,0.921446,0.103193,0.568189,0.125583,-0.180624,-0.13164,-0.114637,0.690739,-0.505421,-0.171456,0.86241,-0.687097,0.501827,0.427573,0.385239,-0.333979,0.062325,0.650212,-0.344961,0.386279,0.130575,-0.000621
0.596209,2.285367,0.645098,-3.118539,0.228588,0.162173,0.075365,-1.123107,-1.429417,5.438222,-0.260998,1.958095,-0.470271,0.51409,0.332584,0.055526,0.320883,0.023748,-2.184474,0.164976,0.001592,-0.896077,-1.73684,0.006652,-0.346181,1.255523,0.871996,-0.044676,-0.334971,-1.518821,-1.215693,-0.372191,0.772838,1.36095,0.359751,-0.669477,-0.991787,1.775056,1.058362,0.192439,-0.342393,0.599346,0.105005,0.272817,-0.041587,0.285339
-3.19433,0.439238,2.307077,3.634983,4.079133,1.613148,1.35262,-1.031443,-0.880192,-0.182125,0.323179,-1.381867,0.530404,0.188343,2.663724,-0.154481,-0.513925,-0.533398,-0.177407,-0.233284,1.815769,0.014857,-0.432562,-2.036395,-1.318767,0.304427,-0.911692,0.298079,-0.337927,-0.487777,-0.164589,-1.710679,-0.084828,1.095043,-0.74518,-0.386614,0.240569,0.042367,0.240419,0.626066,-0.140196,0.752302,0.814306,0.089828,0.071486,0.574583
1.995589,3.998818,1.305133,-1.276298,0.154531,-3.040813,-1.400944,0.920446,0.320196,2.974586,-0.078689,-0.923593,-0.332411,0.670077,-0.10581,-0.304419,0.055749,1.31059,-0.298435,-1.46833,0.006656,-0.48825,-0.150287,-2.229195,1.498468,0.487885,-0.760611,-0.947069,0.630943,0.064033,-1.08683,0.382666,1.022141,0.529886,0.915931,0.756847,0.53468,-0.541412,-0.31755,0.001697,0.523484,0.61016,0.046295,0.720036,0.478046,0.11767
-1.199973,0.680008,-1.535812,-1.085719,-1.635521,-2.334463,-0.265287,-1.08376,-0.239378,-1.967341,-0.320961,-1.654793,0.250002,1.072655,-0.469103,-0.62867,0.627414,-1.483533,2.363609,-1.008391,0.84274,-0.97081,0.988637,0.22201,0.162964,-0.029919,-0.619443,0.857404,-0.486145,0.372406,0.665888,-0.583418,-1.336057,0.472887,-0.509542,0.187767,-0.281362,-0.346989,0.118027,-0.147114,0.730073,0.509793,0.208684,-0.370461,-0.060529,-0.085033
-4.17727,1.308828,0.835221,1.784588,-0.679271,2.307691,2.123101,-3.501565,-1.183811,-0.707583,-0.528874,1.714541,-0.489506,-0.002872,1.757771,0.674359,-0.082093,-0.018364,-1.500413,-1.564949,-0.176883,-1.495345,0.120259,0.020285,0.87216,-0.671764,-0.085963,0.663417,-0.040406,-0.159863,-0.355347,-0.126461,1.251689,0.589968,0.110604,0.412859,0.337919,-0.094074,0.644204,-0.135321,-0.399187,0.550857,-0.049099,0.268873,-0.448579,-0.052014
